t,x,y,z
486.0,-3.1749692,-4.358981,0.08932964
487.0,-3.1740668,-4.359595,0.08931206
488.0,-3.1731641,-4.3602085,0.08929448
489.0,-3.1722615,-4.360822,0.08927689
490.0,-3.1713588,-4.361436,0.0892593
491.0,-3.170456,-4.3620486,0.0892417
492.0,-3.1695528,-4.362662,0.0892241
493.0,-3.1686497,-4.3632746,0.089206494
494.0,-3.1677463,-4.3638873,0.08918889
495.0,-3.1668427,-4.3644996,0.089171275
496.0,-3.1659393,-4.365112,0.08915366
497.0,-3.1650355,-4.365724,0.08913604
498.0,-3.1641316,-4.366336,0.08911842
499.0,-3.1632276,-4.3669477,0.08910079
500.0,-3.1623235,-4.3675594,0.089083165
501.0,-3.1614192,-4.3681707,0.08906553
502.0,-3.1605148,-4.3687816,0.08904789
503.0,-3.1596103,-4.369393,0.08903025
504.0,-3.1587057,-4.3700037,0.0890126
505.0,-3.157801,-4.370614,0.08899495
506.0,-3.1568959,-4.3712244,0.0889773
507.0,-3.1559908,-4.3718348,0.08895964
508.0,-3.1550856,-4.3724446,0.088941984
509.0,-3.1541803,-4.3730545,0.08892432
510.0,-3.1532748,-4.3736644,0.08890665
511.0,-3.1523693,-4.374274,0.08888898
512.0,-3.1514635,-4.374883,0.0888713
513.0,-3.1505575,-4.375492,0.08885362
514.0,-3.1496515,-4.376101,0.08883594
515.0,-3.1487455,-4.37671,0.08881825
516.0,-3.147839,-4.3773184,0.088800564
517.0,-3.1469328,-4.377927,0.08878287
518.0,-3.1460261,-4.378535,0.08876517
519.0,-3.1451194,-4.3791428,0.088747464
520.0,-3.1442127,-4.3797507,0.08872976
521.0,-3.1433058,-4.380358,0.08871205
522.0,-3.1423986,-4.3809657,0.08869434
523.0,-3.1414914,-4.381573,0.088676624
524.0,-3.140584,-4.38218,0.0886589
525.0,-3.1396766,-4.3827868,0.088641174
526.0,-3.138769,-4.383394,0.08862345
527.0,-3.1378613,-4.3840003,0.08860572
528.0,-3.1369534,-4.3846064,0.08858798
529.0,-3.1360455,-4.3852124,0.08857024
530.0,-3.1351373,-4.3858185,0.0885525
531.0,-3.134229,-4.386424,0.08853475
532.0,-3.1333206,-4.3870296,0.088516995
533.0,-3.132412,-4.387635,0.08849924
534.0,-3.1315033,-4.3882403,0.088481486
535.0,-3.1305945,-4.3888454,0.08846372
536.0,-3.1296854,-4.38945,0.088445954
537.0,-3.1287763,-4.3900547,0.088428184
538.0,-3.1278672,-4.3906593,0.08841041
539.0,-3.126958,-4.3912635,0.08839263
540.0,-3.1260483,-4.3918676,0.08837485
541.0,-3.1251388,-4.392472,0.08835707
542.0,-3.124229,-4.3930755,0.08833928
543.0,-3.1233191,-4.3936787,0.088321485
544.0,-3.122409,-4.394282,0.08830369
545.0,-3.121499,-4.394885,0.08828589
546.0,-3.1205888,-4.3954883,0.08826809
547.0,-3.1196783,-4.396091,0.08825028
548.0,-3.1187677,-4.3966937,0.088232465
549.0,-3.117857,-4.397296,0.08821465
550.0,-3.1169462,-4.397898,0.08819684
551.0,-3.1160352,-4.3985,0.08817901
552.0,-3.1151242,-4.3991017,0.088161185
553.0,-3.114213,-4.3997035,0.088143356
554.0,-3.1133018,-4.400305,0.08812552
555.0,-3.1123903,-4.400906,0.08810768
556.0,-3.1114786,-4.4015074,0.08808984
557.0,-3.1105669,-4.402108,0.088071994
558.0,-3.109655,-4.402709,0.08805415
559.0,-3.108743,-4.4033093,0.0880363
560.0,-3.1078308,-4.4039097,0.08801844
561.0,-3.1069186,-4.40451,0.08800058
562.0,-3.1060061,-4.40511,0.087982714
563.0,-3.1050937,-4.4057097,0.08796485
564.0,-3.104181,-4.406309,0.087946974
565.0,-3.1032681,-4.4069085,0.0879291
566.0,-3.1023552,-4.407508,0.087911226
567.0,-3.101442,-4.408107,0.08789334
568.0,-3.100529,-4.4087057,0.087875456
569.0,-3.0996156,-4.409304,0.08785757
570.0,-3.0987022,-4.4099026,0.08783967
571.0,-3.0977886,-4.410501,0.087821774
572.0,-3.096875,-4.411099,0.08780387
573.0,-3.095961,-4.411697,0.08778597
574.0,-3.095047,-4.412295,0.087768055
575.0,-3.094133,-4.4128923,0.087750144
576.0,-3.0932186,-4.4134893,0.08773223
577.0,-3.0923042,-4.414087,0.08771431
578.0,-3.0913897,-4.4146833,0.08769639
579.0,-3.090475,-4.4152803,0.08767846
580.0,-3.0895603,-4.415877,0.08766053
581.0,-3.0886455,-4.4164734,0.087642595
582.0,-3.0877304,-4.4170694,0.087624654
583.0,-3.086815,-4.4176655,0.08760671
584.0,-3.0858998,-4.4182615,0.087588765
585.0,-3.0849845,-4.418857,0.08757082
586.0,-3.084069,-4.419452,0.08755286
587.0,-3.0831532,-4.4200478,0.087534904
588.0,-3.0822375,-4.420643,0.08751695
589.0,-3.0813215,-4.4212375,0.08749898
590.0,-3.0804052,-4.421832,0.087481014
591.0,-3.079489,-4.4224267,0.08746304
592.0,-3.0785728,-4.423021,0.087445065
593.0,-3.0776563,-4.423615,0.08742709
594.0,-3.0767395,-4.424209,0.0874091
595.0,-3.0758228,-4.424803,0.087391116
596.0,-3.074906,-4.4253964,0.08737312
597.0,-3.073989,-4.4259896,0.08735513
598.0,-3.073072,-4.426583,0.08733713
599.0,-3.0721545,-4.427176,0.08731913
