t,x,y,z
522.0,0.76779747,-1.1709923,-0.043366052
523.0,0.7696305,-1.1696595,-0.043383364
524.0,0.7714616,-1.1683239,-0.04340057
525.0,0.7732908,-1.1669855,-0.04341767
526.0,0.7751182,-1.1656442,-0.04343467
527.0,0.7769437,-1.1643002,-0.04345156
528.0,0.7787673,-1.1629533,-0.043468345
529.0,0.780589,-1.1616036,-0.043485027
530.0,0.78240883,-1.160251,-0.0435016
531.0,0.7842268,-1.1588956,-0.04351807
532.0,0.78604275,-1.1575375,-0.043534435
533.0,0.7878569,-1.1561764,-0.043550692
534.0,0.7896691,-1.1548127,-0.043566845
535.0,0.79147935,-1.1534462,-0.04358289
536.0,0.79328775,-1.1520767,-0.04359883
537.0,0.7950942,-1.1507046,-0.043614667
538.0,0.79689866,-1.1493295,-0.043630395
539.0,0.7987012,-1.1479518,-0.04364602
540.0,0.8005018,-1.1465713,-0.043661535
541.0,0.8023005,-1.1451879,-0.043676946
542.0,0.80409724,-1.1438017,-0.04369225
543.0,0.805892,-1.1424128,-0.043707445
544.0,0.80768484,-1.1410211,-0.04372254
545.0,0.80947566,-1.1396266,-0.043737523
546.0,0.8112645,-1.1382294,-0.043752402
547.0,0.8130514,-1.1368294,-0.043767173
548.0,0.8148363,-1.1354265,-0.04378184
549.0,0.8166193,-1.134021,-0.043796398
550.0,0.8184002,-1.1326127,-0.043810852
551.0,0.82017916,-1.1312016,-0.043825198
552.0,0.8219561,-1.1297877,-0.043839436
553.0,0.823731,-1.1283711,-0.043853566
554.0,0.82550395,-1.1269518,-0.04386759
555.0,0.82727486,-1.1255296,-0.04388151
556.0,0.8290438,-1.1241049,-0.04389532
557.0,0.83081067,-1.1226772,-0.043909024
558.0,0.8325755,-1.1212469,-0.043922618
559.0,0.8343383,-1.1198139,-0.043936107
560.0,0.8360991,-1.118378,-0.04394949
561.0,0.83785784,-1.1169395,-0.043962765
562.0,0.8396145,-1.1154983,-0.04397593
563.0,0.84136915,-1.1140543,-0.04398899
564.0,0.84312177,-1.1126076,-0.044001944
565.0,0.8448723,-1.1111581,-0.04401479
566.0,0.84662074,-1.109706,-0.044027526
567.0,0.8483671,-1.1082512,-0.044040155
568.0,0.8501114,-1.1067936,-0.044052675
569.0,0.85185367,-1.1053333,-0.04406509
570.0,0.8535938,-1.1038704,-0.044077396
571.0,0.85533184,-1.1024047,-0.044089593
572.0,0.8570678,-1.1009363,-0.044101685
573.0,0.8588017,-1.0994653,-0.044113666
574.0,0.8605335,-1.0979915,-0.044125542
575.0,0.86226314,-1.0965149,-0.044137307
576.0,0.86399066,-1.0950359,-0.044148967
577.0,0.8657161,-1.093554,-0.044160515
